I
1050 Generated by WorldEditor 2.2.0r2

1     16 1 0 EDWI Wilhelmshaven Mariensiel
1302 city Wilhelmshaven
1302 country Germany
1302 datum_lat 53.50485
1302 datum_lon 8.05325
1302 faa_code 
1302 iata_code WVN
1302 icao_code EDWI
1302 region_code ED
1302 state Lower Saxony
1302 transition_alt 5000
1302 transition_level 
100 29.87 1 0 0.00 0 2 0 02  53.49620400  008.04817700  226    0 2 7 0 0 20  53.50835100  008.05641500  252    0 2 7 0 0
100 14.94 1 0 0.00 0 0 0 16  53.50544000  008.05001359    0    0 1 0 0 0 34  53.50053816  008.05385595   40    0 1 0 0 0
102 H1  53.50438475  008.04961836  95.21 18.80 16.70 1 0 0 0.00 0
110 1 0.00 0.0000 Taxiway
111  53.50839261  008.05621993
112  53.50839261  008.05621993  53.50848603  008.05482903 102
111  53.50758821  008.05419297
111  53.50736719  008.05404354
111  53.50749023  008.05368336
111  53.50774280  008.05391304
111  53.50794456  008.05329614
111  53.50763379  008.05299366
111  53.50757910  008.05315076
111  53.50729485  008.05288790
111  53.50714123  008.05333172
111  53.50733529  008.05353393
112  53.50733529  008.05353393  53.50735325  008.05354898
112  53.50734607  008.05364766  53.50733031  008.05369892
111  53.50734607  008.05364766
111  53.50725386  008.05393102
112  53.50725386  008.05393102  53.50724154  008.05396882
112  53.50719400  008.05393625  53.50715921  008.05391088
111  53.50719400  008.05393625
111  53.50699899  008.05379511
111  53.50692507  008.05401592 102
111  53.50752441  008.05443437
112  53.50752441  008.05443437  53.50833336  008.05508192 102
111  53.50825133  008.05605517
112  53.50825133  008.05605517  53.50825005  008.05609741
112  53.50819970  008.05608622  53.50817060  008.05606968
113  53.50819970  008.05608622
110 1 0.00 0.0000 Taxiway
111  53.49797899  008.04915573
112  53.49797899  008.04915573  53.49788560  008.04908508
112  53.49784993  008.04877050  53.49787483  008.04865276
111  53.49784993  008.04877050
111  53.49793243  008.04840419
112  53.49793243  008.04840419  53.49795733  008.04829953
112  53.49812075  008.04830738  53.49818768  008.04834924
111  53.49812075  008.04830738
111  53.49965692  008.04934093
111  53.49973941  008.04938280
