I
1130 Generated by WorldEditor 2.0.0r4

1    364 1 0 EDTC Bruchsal
1302 city Bruchsal
1302 country Germany
1302 datum_lat 49.135
1302 datum_lon 8.5635
1302 faa_code 
1302 iata_code 
1302 icao_code EDTC
1302 region_code ED
1302 state Baden-Württemberg
1302 transition_alt 
1302 transition_level 
100 30.00 3 0 0.00 0 0 0 12  49.13612799  008.56058268    0    0 0 0 0 0 30  49.13402412  008.56686746    0    0 0 0 0 0
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13627073  008.56066977
111  49.13625816  008.56065986
111  49.13625244  008.56067617
113  49.13626501  008.56068607
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13584672  008.56194156
111  49.13583414  008.56193165
111  49.13582843  008.56194796
113  49.13584100  008.56195786
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13536337  008.56338143
111  49.13535080  008.56337153
111  49.13534508  008.56338784
113  49.13535766  008.56339774
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13488726  008.56480138
111  49.13487469  008.56479148
111  49.13486897  008.56480779
113  49.13488155  008.56481769
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13440392  008.56624344
111  49.13439134  008.56623353
111  49.13438563  008.56624984
113  49.13439820  008.56625974
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13603081  008.56138389
111  49.13601824  008.56137399
111  49.13601252  008.56139030
113  49.13602510  008.56140020
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13560680  008.56265568
111  49.13559423  008.56264578
111  49.13558851  008.56266209
113  49.13560109  008.56267199
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13512346  008.56409556
111  49.13511088  008.56408565
111  49.13510517  008.56410196
113  49.13511774  008.56411186
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13464735  008.56551551
111  49.13463477  008.56550561
111  49.13462906  008.56552191
113  49.13464163  008.56553181
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13416400  008.56695756
111  49.13415143  008.56694766
111  49.13414571  008.56696397
113  49.13415829  008.56697387
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13601350  008.56046475
111  49.13600093  008.56045485
111  49.13599521  008.56047116
113  49.13600779  008.56048106
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13558949  008.56173654
111  49.13557692  008.56172664
111  49.13557120  008.56174295
113  49.13558378  008.56175285
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13510615  008.56317641
111  49.13509357  008.56316651
111  49.13508786  008.56318282
113  49.13510043  008.56319272
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13463004  008.56459636
111  49.13461746  008.56458646
111  49.13461175  008.56460277
113  49.13462432  008.56461267
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13414669  008.56603842
111  49.13413412  008.56602852
111  49.13412840  008.56604483
113  49.13414098  008.56605473
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13577359  008.56117888
111  49.13576101  008.56116898
111  49.13575530  008.56118529
113  49.13576787  008.56119519
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13534957  008.56245067
111  49.13533700  008.56244077
111  49.13533128  008.56245707
113  49.13534386  008.56246698
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13486623  008.56389054
111  49.13485366  008.56388064
111  49.13484794  008.56389695
113  49.13486051  008.56390685
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13439012  008.56531049
111  49.13437755  008.56530059
111  49.13437183  008.56531690
113  49.13438440  008.56532680
110 2 0.25 0.0000 lib/airport/pavement/concrete_6L.pol
111  49.13390678  008.56675255
111  49.13389420  008.56674265
111  49.13388848  008.56675895
113  49.13390106  008.56676886
110 1 0.25 0.0000 lib/airport/pavement/asphalt_1D.pol
111  49.13279585  008.56664909
111  49.13312441  008.56745195
111  49.13313287  008.56744088
111  49.13282493  008.56662513
111  49.13294331  008.56636778
111  49.13314373  008.56659720
111  49.13325178  008.56637660
111  49.13317178  008.56628332
111  49.13308105  008.56647115
111  49.13296475  008.56632996
111  49.13310579  008.56603121
111  49.13313441  008.56601557
111  49.13309855  008.56597192
111  49.13286083  008.56644215
111  49.13277134  008.56645822
113  49.13274235  008.56651590
110 2 0.00 0.0000 New Taxiway 34
111  49.13345328  008.56601083
111  49.13368721  008.56553472
111  49.13365787  008.56549834
111  49.13360198  008.56561273
111  49.13356206  008.56557155
111  49.13344605  008.56580714
111  49.13348650  008.56585958
113  49.13342932  008.56598338
110 1 0.00 0.0000 New Taxiway 25
111  49.13304593  008.56684798 20
111  49.13300544  008.56693824 20
111  49.13306092  008.56699954 20
113  49.13310142  008.56691216 20
110 1 0.00 0.0000 New Taxiway 24
111  49.13300188  008.56586277
111  49.13309855  008.56597191
111  49.13313441  008.56601557
111  49.13324865  008.56615463
111  49.13327463  008.56610692
111  49.13341735  008.56608099
111  49.13345328  008.56601083
111  49.13342932  008.56598338
111  49.13338541  008.56603676
111  49.13330258  008.56604744
111  49.13354609  008.56555325
111  49.13356206  008.56557155
111  49.13360198  008.56561273
111  49.13365787  008.56549834
113  49.13335048  008.56515210
110 3 0.00 0.0000 New Taxiway 23
111  49.13280628  008.56662331
111  49.13315284  008.56750282
112  49.13302662  008.56790824  49.13302876  008.56803903
112  49.13347802  008.56862428  49.13363847  008.56864717
111  49.13419682  008.56696660
111  49.13629343  008.56066431
111  49.13674055  008.55928447
112  49.13659080  008.55907194  49.13645174  008.55905232
111  49.13634264  008.55929428
111  49.13547194  008.56182179
112  49.13412632  008.56565056  49.13405786  008.56570287
112  49.13348880  008.56506857  49.13343532  008.56511434
113  49.13311656  008.56596770
130 Airport Boundary 22
111  49.13281597  008.56663496
111  49.13313545  008.56749182
111  49.13294439  008.56792743
111  49.13329206  008.56874599
111  49.13364913  008.56871727
111  49.13683140  008.55908085
111  49.13637097  008.55882235
111  49.13613293  008.55971277
111  49.13404065  008.56557215
111  49.13340795  008.56495941
111  49.13298824  008.56572053
113  49.13273454  008.56630931
120 Linear Feature 30
111  49.13302380  008.56691398 20
115  49.13303660  008.56692875
120 Linear Feature 29
111  49.13301611  008.56692885 20
115  49.13302943  008.56694451
120 Linear Feature 28
111  49.13303353  008.56691320 20
